32 8 32
0,28875 0,28375 0,6259375
28 6 30 False
29 5 22 True
28 7 22 True
27 5 22 True
26 7 22 True
26 7 14 True
20 5 21 True
4 4 31 True
21 7 20 False
6 5 30 False
12 5 30 False
20 5 30 False
24 5 14 False
24 5 22 False
24 5 30 False
7 6 30 False
13 6 30 False
21 6 30 False
25 6 30 False
30 6 30 False
31 5 22 True
30 7 22 True
31 5 30 True
31 4 29 True
24 4 31 True
20 4 31 True
12 4 31 True
6 4 31 True
25 7 22 True
25 7 14 True
29 7 22 True
27 7 22 True
28 4 31 True
26 4 31 True
22 4 31 True
14 4 31 True
5 4 31 True
4 6 31 True
21 4 21 False
26 4 29 False
28 4 29 False
5 5 30 False
27 7 12 False
27 7 20 False
4 7 30 False
14 5 30 False
22 5 30 False
26 5 30 False
28 5 30 False
15 6 30 False
23 6 30 False
27 6 14 False
27 6 30 False
29 6 30 False
31 7 22 True
31 6 29 True
31 7 30 True
30 4 31 True
25 4 31 True
24 6 31 True
20 7 21 True
21 4 31 True
20 6 31 True
13 4 31 True
12 6 31 True
7 4 31 True
6 6 31 True
30 4 23 True
24 6 13 False
24 6 21 False
30 4 29 False
7 5 30 False
13 5 30 False
21 5 30 False
25 5 30 False
6 7 30 False
12 7 30 False
20 7 30 False
24 7 14 False
24 7 22 False
24 7 30 False
30 5 30 False
26 7 13 True
26 7 21 True
29 4 31 True
28 6 31 True
27 4 31 True
26 6 31 True
23 4 31 True
22 6 31 True
15 4 31 True
14 6 31 True
5 6 31 True
4 5 31 True
27 4 29 False
29 4 29 False
26 6 13 False
26 6 21 False
26 6 29 False
28 6 29 False
5 7 30 False
15 5 30 False
23 5 30 False
27 5 14 False
27 5 30 False
29 5 30 False
14 7 30 False
22 7 30 False
26 7 30 False
28 7 30 False
31 4 23 True
31 4 31 True
31 5 29 True
30 6 31 True
25 6 31 True
24 5 31 True
21 6 31 True
20 5 31 True
13 6 31 True
12 5 31 True
7 6 31 True
6 5 31 True
30 6 23 True
25 7 13 True
25 7 21 True
21 6 21 False
25 6 13 False
25 6 21 False
24 4 15 False
24 4 23 False
30 6 29 False
7 7 30 False
13 7 30 False
21 7 30 False
25 7 30 False
30 7 30 False
29 6 31 True
28 5 31 True
27 6 31 True
26 5 31 True
23 6 31 True
22 5 31 True
15 6 31 True
14 5 31 True
5 5 31 True
4 7 31 True
21 5 21 False
26 5 29 False
28 5 29 False
27 6 13 False
27 6 21 False
27 6 29 False
29 6 29 False
26 4 15 False
26 4 23 False
28 4 23 False
15 7 30 False
23 7 30 False
27 7 14 False
27 7 30 False
29 7 30 False
24 7 13 False
24 7 21 False
30 5 29 False
25 4 15 False
25 4 23 False
24 6 15 False
24 6 23 False
21 5 31 True
22 7 31 True
23 5 31 True
24 7 31 True
25 5 31 True
26 7 31 True
31 6 23 True
26 7 15 True
31 7 29 True
31 6 31 True
30 5 31 True
29 5 31 True
28 7 31 True
27 5 31 True
30 5 23 True
5 7 31 True
6 7 31 True
7 5 31 True
12 7 31 True
13 5 31 True
14 7 31 True
15 5 31 True
20 7 31 True
27 5 29 False
29 5 29 False
26 7 29 False
28 7 29 False
27 4 15 False
27 4 23 False
29 4 23 False
26 6 15 False
26 6 23 False
28 6 23 False
21 7 21 False
24 5 15 False
24 5 23 False
30 7 29 False
25 6 15 False
25 6 23 False
31 5 23 True
31 5 31 True
30 7 31 True
29 7 31 True
27 7 31 True
25 7 31 True
23 7 31 True
21 7 31 True
15 7 31 True
13 7 31 True
7 7 31 True
30 7 23 True
25 7 15 True
27 7 13 False
27 7 21 False
27 7 29 False
29 7 29 False
26 5 15 False
26 5 23 False
28 5 23 False
27 6 15 False
27 6 23 False
29 6 23 False
31 7 31 True
31 7 23 True
25 5 15 False
25 5 23 False
27 5 15 False
27 5 23 False
29 5 23 False
24 7 15 False
24 7 23 False
26 7 23 False
28 7 23 False
25 7 23 False
27 7 15 False
27 7 23 False
29 7 23 False
